Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1404633820,DSN5102,NY,PAS,03/15/2017,14,SUBN,INFIN,P,52090,21690,0,20180125,102,102,102,955268,0102,0000,1115A,,,,,KEW GARDEN RD,126 ST,0,408,E5,,BBBBBBB,ALL,ALL,BK,0,2006,-,0,,,,,
8537474629,GZE1551,NY,PAS,06/19/2017,40,SUBN,HONDA,T,78730,19530,18630,20170721,0090,90,90,361838,T301,N,0946A,,K,O,119,S 8th St,,0,408,e2,,YYYYYYY,,,BK,,2009,,7,14,40-Fire Hydrant,,,
7813997086,776XRZ,CT,PAS,01/24/2017,21,SUBN,AUDI,T,18470,10410,25390,88880088,0019,19,19,355183,T103,D,0912A,,NY,F,18,E 74th St,,0,408,d1,,Y  Y,0900A,1030A,GREY,,0,,0,57,21-No Parking (street clean),,,
8487851708,T711342C,NY,OMT,11/28/2016,38,SUBN,TOYOT,T,11440,0,0,20170831,110,110,110,357323,T401,N,0839P,,Q,I,E,55th Ave,30ft S/of Justice Av,0,408,h1,,Y,0830A,1000P,BK,,2016,,0,01 4,38-Failure to Display Muni Rec,,,
8308102761,HBT1220,NY,PAS,01/16/2017,38,SUBN,JEEP,T,29320,73520,69820,20171108,0052,52,52,364891,T201,J,0307P,,BX,O,215,E Gun Hill Rd,,0,408,h1,,Y,0830A,0700P,WH,,2016,,0,41,38-Failure to Display Muni Rec,,,
8510824332,HDF5925,NY,PAS,06/16/2017,21,SUBN,ME/BE,T,10410,10410,25390,20180210,0023,23,23,348515,T103,B,0741A,,NY,F,1165,5th Ave,,0,408,d1,,Y,0730A,0800A,BL,,2015,,0,CC4,21-No Parking (street clean),,,
8340018164,XDJY95,NJ,PAS,11/25/2016,40,DELV,FRUEH,T,36530,10410,24690,20160088,0032,32,32,355052,T103,T,0207P,,NY,O,40,W 138th St,,0,408,e2,,YYYYYYY,,,WHITE,,0,,5,A 77,40-Fire Hydrant,,,
5096942557,HCE1011,NY,PAS,06/15/2017,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0317P,,BX,,,BRUCKNER BLVD (E/B),@ BRONX RIVER PKWY R,0,1111,D,T,,,,WH,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
8566300968,68530MJ,NY,COM,05/06/2017,85,REFG,MITSU,T,0,0,0,88880088,104,104,104,341263,T803,AA,0248A,1031P,Q,F,6410,Maurice Ave,,0,408,k5,,YYYYYYY,,,WHITE,,0,,0,C,85-Storage-3 hour Commercial,,,
8276045534,GPX2300,NY,PAS,10/04/2016,38,SUBN,NISSA,T,18890,0,0,20180525,0023,23,23,361900,T103,J,0549P,,NY,I,N,E 96th St,189ft W/of Lexington,0,408,h1,,Y,0800A,0700P,BL,,2014,,0,C 77,38-Failure to Display Muni Rec,,,
8540354494,AE04617,AZ,PAS,04/26/2017,85,DELV,GMC,T,5690,8790,8990,20170001,114,114,114,354200,T803,BB,0250A,1017P,Q,F,37-10,11st St,,0,408,k5,,,,,WHITE,,0,,0,B,85-Storage-3 hour Commercial,,,
5096904878,L283PG,NY,PAS,06/12/2017,7,4DSD,MITSU,V,0,0,0,0,,0,0,0,,,0955P,,BK,,,ATLANTIC AVE (W/B) @,KINGSTON AVE,0,1111,D,T,,,,BK,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
8534108304,HFX3567,NY,PAS,04/24/2017,14,4DSD,BMW,T,56530,42900,51030,20180509,0084,84,84,348529,T301,Y,1006A,,K,F,177,Livingston St,,0,408,c,,YYYYY,0700A,0700P,GY,,2016,,0,05,14-No Standing,,,
7027983679,HGJ8813,NY,PAS,10/19/2016,38,VAN,CHEVR,T,24160,0,0,20180629,106,106,106,362583,T402,G,1200P,,Q,I,E,163rd Ave,40ft S/of 92nd St,0,408,h1,,Y,0900A,0700P,ORB,,0,,0,41 4,38-Failure to Display Muni Rec,,,
8517678310,14881MJ,NY,COM,06/23/2017,20,VAN,FRUEH,T,18710,10210,10110,88880088,0019,19,19,364926,T103,R,0243P,,NY,O,203,E 86th St,,0,408,d,,YYYYYYY,,,WHITE,,2016,,0,09,20-No Parking (Com Plate),,,
7411956235,12067MJ,NY,COM,10/14/2016,18,VAN,FRUEH,T,73720,27120,33120,88888888,0048,48,48,358642,T201,R,0224P,,BX,O,2247,Webster Ave,,0,408,f4,,YYYYYYY,,,BROWN,,0,,0,W 21,18-No Stand (bus lane),,,
4630782400,GWR2084,NY,PAS,02/15/2017,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0138P,,ST,,,NB MIDLAND AVE @ MAS,ON AVE,0,1180,B,T,,,,BK,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4626045870,HCL1956,NY,PAS,10/28/2016,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0209P,,BK,,,WB FLATLANDS AVE @ E,SSEX ST,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4625927821,GWU9069,NY,PAS,11/03/2016,36,4DSD,FORD,V,0,0,0,0,,0,0,0,,,1014A,,ST,,,NB TARGEE ST. DEKALB,ST- CLIFFSIDE AV,0,1180,B,T,,,,RD,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1419607212,HDV5328,NY,PAS,03/15/2017,40,SDN,HYUND,P,40030,58130,72930,20180624,0083,83,83,950917,0083,0000,0320P,,K,F,497,EVERGREEN AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GRAY,0,2007,-,0,,,,,
8488201333,BDF2562,NY,PAS,01/03/2017,38,SUBN,FORD,T,17350,10110,10010,20180320,0013,13,13,356304,T102,I,1119A,,NY,O,350,E 18th St,,0,408,h1,,Y,0900A,0700P,BL,,2003,,0,99 6,38-Failure to Display Muni Rec,,,
8299038133,ETM5226,NY,PAS,09/22/2016,21,SUBN,TOYOT,T,64330,13430,68930,20170713,0084,84,84,358226,T301,C,0950A,,K,F,100,Nevins St,,0,408,d1,,Y,0930A,1100A,GL,,2005,,0,SPCL,21-No Parking (street clean),,,
4626608735,EAH7034,NY,PAS,11/09/2016,36,SUBN,INFIN,V,0,0,0,0,,0,0,0,,,0150P,,QN,,,WB ROCKAWAY BLVD @ L,INCOLN ST,0,1180,B,T,,,,GY,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8561409710,HRC3942,NY,PAS,06/03/2017,21,4DSD,HONDA,T,41290,54490,59890,20190319,104,104,104,362640,T402,L,0736A,,Q,F,797,Cypress Ave,,0,408,d1,,Y,0730A,0800A,BK,,2017,,0,A,21-No Parking (street clean),,,
8557061778,2313574,IN,PAS,06/27/2017,84,TRAC,FRUEH,T,15640,35780,8890,88880088,115,115,115,365370,T401,B,1101A,,Q,O,37-27,74th St,,0,408,k7,,YYYYYYY,,,WHITE,,0,,0,23,84-Platform lifts in low posit,,,
8528523846,HES8134,NY,PAS,06/27/2017,37,SUBN,TOYOT,T,70720,27300,29220,20181118,0046,46,46,363920,T201,J,0455P,0435P,BX,F,2486,Valentine Ave,,0,408,h1,,Y,0830A,0700P,BK,,2006,201-3149,0,40,37-Expired Muni Meter,,,
8424509377,FRE8645,NY,PAS,08/31/2016,40,4DSD,MITSU,T,18530,0,0,20170706,0019,19,19,355417,T103,H,0143P,,NY,I,N,E 77th St,12ft E/of 2nd Ave,0,408,e2,,YYYYYYY,,,GY,,2011,,7,CC1,40-Fire Hydrant,,,
1415694904,GMR7601,NY,PAS,10/12/2016,46,SUBN,GMC,P,70930,19430,13330,20170827,0075,75,75,943226,0075,0000,1232P,,K,F,2519,PITKIN AVE,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,2003,-,0,,,,,
8476804192,PRZ1866,MN,PAS,02/16/2017,14,DELV,INTER,T,34390,10410,13610,20170088,0014,14,14,345058,T102,C,0918A,,NY,O,44,W 31st St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,12,14-No Standing,,,
1416003290,GWM3088,NY,PAS,11/14/2016,21,SDN,TOYOT,S,0,40404,40404,20180219,0072,72,0,686282,KS11,0000,1150A,,K,O,49,PROSPECT PARK S/W,,0,408,D1,,YBBBBBB,1130A,0100P,WHITE,0,2008,-,0,,,,,
8536163630,GFJ7533,NY,PAS,05/01/2017,14,SUBN,ROVER,T,95030,0,0,20170801,0094,94,94,359313,T301,O,0307P,,K,I,E,Wythe Ave,30ft S/of N 10th St,0,408,c,,YYYYYYY,,,BK,,2008,,0,X,14-No Standing,,,
7497788840,532XY3,NY,PAS,08/30/2016,38,2DSD,HONDA,T,52390,0,0,88888888,109,109,109,361854,T401,U,1046A,,Q,I,S,Kissena Blvd,2ft W/of Barclay Ave,0,408,h1,,Y,0900A,0700P,BLUE,,0,,0,03 4,38-Failure to Display Muni Rec,,,
8504609194,EHP9569,NY,PAS,03/03/2017,37,PICK,CHEVR,T,24390,14010,23130,20180615,0005,5,5,358187,T105,H,1100A,1028A,NY,F,123,Lafayette St,,0,408,h1,,Y,0730A,0700P,WH,,2009,124-3089,0,022,37-Expired Muni Meter,,,
7663041938,HBE7793,NY,PAS,07/21/2016,38,VAN,FORD,T,10010,18820,18830,20171029,0023,23,23,361305,T103,S,0916A,,NY,F,1785,1st Ave,,0,408,h1,,Y,0830A,0700P,WHITE,,2006,,0,01 7,38-Failure to Display Muni Rec,,,
8483657089,43295MG,NY,COM,02/16/2017,14,VAN,FRUEH,T,34750,13610,10810,88880088,0018,18,18,355224,T106,L,0134P,,NY,O,244,W 49th St,,0,408,c,,YYYYYYY,0700A,1200A,WHITE,,1999,,0,03,14-No Standing,,,
8448500933,BG35364,TX,PAS,07/15/2016,74,SUBN,FORD,T,8740,8690,8790,88880088,114,114,114,358155,T401,M,1140A,,Q,F,36-15,36th St,,0,408,j2,,,,,GREEN,,0,,0,S 41,74A-Improperly Displayed Plate,,,
8491192177,ADS1613,NY,PAS,03/01/2017,24,SUBN,NISSA,T,83430,73470,82230,20190204,0073,73,73,346199,T301,L,0744A,,K,O,359,Sumpter St,,0,408,d5,,YYYYYYY,0700A,0400P,BK,,2016,,0,A,24-No Parking (exc auth veh),,,
8534722730,JTX0223,PA,PAS,05/26/2017,20,4DSD,HYUND,T,34230,93250,42730,88880088,0084,84,84,357082,T301,I,0806A,,K,F,225,Duffield St,,0,408,d,,YYYYY,0800A,0600P,WHITE,,0,,0,03,20A-No Parking (Non-COM),,,
1415701726,GCF8717,NY,PAS,10/08/2016,21,SUBN,HONDA,S,44690,20520,53660,20161129,113,113,512,529417,Q512,0000,0959A,,Q,F,112-13,FARMERS BLVD,,0,408,D1,,BBBBBYB,0930A,1100A,GRAY,0,2001,-,0,,,,,
1416272896,FDC6434,NY,PAS,11/09/2016,19,SUBN,TOYOT,P,14080,28830,35330,20180808,0070,70,70,933905,0070,0000,1219P,,K,F,1121,AVE J,,0,408,E5,,BBBBBBB,ALL,ALL,GRY,0,2010,-,0,,,,,
8511553990,FHB9809,NY,PAS,03/09/2017,71,SUBN,HONDA,T,13610,35770,35790,20190111,0024,24,24,356261,T103,F,0918A,,NY,F,2643,Broadway,,0,408,j6,,YYYYYYY,,,RD,,2012,,0,40,71A-Insp Sticker Expired (NYS),,,
7716792015,66782MJ,NY,COM,12/06/2016,38,DUMP,UD,T,10010,18390,18410,20181231,0019,19,19,361291,T103,L,0326P,,NY,F,1315,1st Ave,,0,408,h1,,YYYYYYY,,,WH,,1997,,0,01 7,38-Failure to Display Muni Rec,,,
8097017489,25063MJ,NY,COM,08/17/2016,14,FLAT,KENWO,T,34470,13610,10610,20170430,0014,14,14,356559,T102,I,0815P,,NY,O,147,W 35th St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,E 17,14-No Standing,,,
8181025532,FEN1412,NY,PAS,01/17/2017,48,SUBN,INFIN,T,6030,5430,5580,20180901,0078,78,78,363473,T302,B,0139P,,K,F,271,9th St,,0,408,e9,,,,,BK,,2014,,0,56,48-Bike Lane,,,
8538256233,61269MA,NY,COM,04/18/2017,40,DELV,FRUEH,T,73220,27530,29830,88880088,0084,84,84,337779,T301,A,0516P,,K,F,147,Remsen St,,0,408,e2,,YYYYYYY,,,BROWN,,2001,,0,05,40-Fire Hydrant,,,
7146730803,BTY9889,NY,PAS,08/17/2016,70,SUBN,TOYOT,T,61090,16290,16490,20160811,115,115,115,358124,T401,H,0513P,,Q,F,78-01,Roosevelt Ave,,0,408,j3,,YYYYYYY,,,GY,,2016,,0,12 4,70A-Reg. Sticker Expired (NYS),,,
7355552570,24085MG,NY,COM,09/07/2016,69,DELV,ISUZU,T,11710,35250,35270,20170131,0020,20,20,362252,T103,GG,0918A,,NY,O,300,Amsterdam Ave,,0,408,h1,,Y,0700A,0100P,WH,,2015,,0,34 7,69-Failure to Disp Muni Recpt,,,
4629267062,HLM3409,NY,PAS,01/10/2017,36,4DSD,INFIN,V,0,0,0,0,,0,0,0,,,1237P,,QN,,,WB HILLSIDE AVE @ 13,6TH ST,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4627497428,EWZ7349,NY,PAS,12/05/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0240P,,QN,,,WB UNION TPK. 262 ST,- 255 ST,0,1180,B,T,,,,GR,,2005,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1417800460,79288MA,NY,COM,06/16/2017,21,VAN,NISSA,S,34030,10510,10610,20180531,0006,6,0,535031,MN06,0000,0935A,,NY,,139,W 13TH ST,,0,408,D1,,BYBBYBB,0900A,1030A,WHITE,0,2012,-,0,,,,,
7498946841,19526MB,NY,COM,07/05/2016,20,VAN,NISSA,T,10410,18430,18450,20170630,0019,19,19,338894,T103,E,1205P,1127A,NY,F,909,5th Ave,,20160705,408,d,,YYYYY,0700A,0400P,BLUE,,2012,,0,19 7,20-No Parking (Com Plate),,,
8518157754,96169MA,NY,COM,04/04/2017,46,VAN,FRUEH,T,36270,31190,26490,88880088,0028,28,28,364874,T103,BB,1132A,,NY,O,365,W 125th St,,0,408,F1,,YYYYYYY,,,BROWN,,2012,,0,D,46B-Double Parking (Com-100Ft),,,
8483118129,73TD67,NY,MOT,06/02/2017,71,MCY,NS/OT,T,13610,34270,34290,20180430,0013,13,13,355289,T102,X,0856P,,NY,F,1133,Broadway,,0,408,j6,,YYYYYYY,,,WHITE,,0,,0,99,71A-Insp Sticker Expired (NYS),,,
1411696591,HDV4389,NY,PAS,07/05/2016,46,SDN,HONDA,P,30930,18630,73690,0,0071,71,71,925311,0071,0000,0131P,,K,F,150,CROWN ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
7020689553,J67GYX,NJ,PAS,09/01/2016,68,SUBN,FORD,T,61630,26530,70430,88888888,0084,84,84,358147,T301,B,1113A,,K,F,35,Monroe Pl,,0,408,a1,,,,,BLUE,,0,,0,03 3,68-Not Pkg. Comp. w Psted Sign,,,
1414412538,J12GCT,NJ,PAS,09/17/2016,92,SDN,ME/BE,P,51430,82230,23230,0,0073,73,73,945899,0073,0000,0150A,,,F,265,HULL ST,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2003,-,0,,,,,
8423506071,XT841U,NJ,PAS,08/03/2016,16,VAN,FORD,T,25390,25390,27790,88880001,0019,19,19,362275,T103,O,0928A,0805A,NY,F,673,Madison Ave,,0,408,k2,,Y,0700A,0400P,WHITE,,0,,0,25 7,16-No Std (Com Veh) Com Plate,,,
8050538965,32029PC,NY,IRP,08/01/2016,53,TK,HINO,T,10010,18390,18410,20161031,0019,19,19,358126,T103,E,0815A,,NY,F,1319,1st Ave,,0,408,f6,,,,,WH,,2013,,0,CC1,53-Safety Zone,,,
8081575820,91811MH,NY,COM,12/13/2016,21,VAN,FORD,T,35230,13610,44990,20180131,0020,20,20,356314,T103,H,1106A,,NY,F,266,W 73rd St,,0,408,d1,,Y  Y,1100A,1230A,BL,,2003,,0,48 7,21-No Parking (street clean),,,
7042851195,HMJ5682,NY,OMS,03/28/2017,20,2DSD,SMART,T,31130,41330,69230,20170930,0076,76,76,345494,T730,D,0358P,,K,F,2,Cumberland St,,0,408,d,,Y,0700A,0700P,WH,,2017,,0,01,20A-No Parking (Non-COM),,,
8331023043,GTP6016,NY,PAS,11/12/2016,71,SUBN,TOYOT,T,65490,61090,54102,20180917,109,109,109,345451,T401,H,1214P,,Q,F,40-04,Union St,,0,408,j6,,YYYYYYY,,,GL,,2006,,0,03-A,71A-Insp Sticker Expired (NYS),,,
8552110003,HKV2859,NY,PAS,05/31/2017,37,SUBN,HONDA,T,0,40404,40404,20180829,109,109,109,353991,T401,U,0722P,0716P,Q,I,,Flushing Lot #2,,20170531,408,h1,,Y,0800A,1000P,GY,,2014,481-3001,0,01,37-Expired Muni Meter,,,
8072541651,67723MB,NY,COM,12/19/2016,38,VAN,FORD,T,13610,0,0,20180531,0024,24,24,359632,T103,K,1058A,,NY,I,E,Broadway,10ft N/of W 107th St,0,408,h1,,Y,0800A,1000P,WH,,2011,,0,47 7,38-Failure to Display Muni Rec,,,
8534463700,GAJ5251,NY,PAS,05/04/2017,20,SUBN,ME/BE,T,73490,42730,54130,20180831,0088,88,88,362231,T301,I,0901A,,K,F,96,Rockwell Pl,,0,408,d,,YYYYY,0800A,0600P,BK,,2016,,0,06,20A-No Parking (Non-COM),,,
8058027868,84800MG,NY,COM,09/09/2016,21,VAN,FORD,T,45590,40404,40404,20170531,0019,19,19,340051,T503,A1,0918A,,NY,O,110,York Ave,,0,408,d1,,Y  Y,0900A,1030A,BL,,2014,,0,19 7,21-No Parking (street clean),,,
4622717300,GMD2023,NY,PAS,08/04/2016,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1036A,,ST,,,NB ARLENE ST. SOMMER,AV - COMMERCE ST,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8534718994,88633MD,NY,COM,05/15/2017,14,VAN,FRUEH,T,60535,34230,44530,88880088,0084,84,84,357082,T301,I,0931A,,K,O,4,Metrotech Ctr,,0,408,c,,YYYYYYY,,,BROWN,,2014,,0,03,14-No Standing,,,
8503264651,23783ME,NY,COM,03/24/2017,14,PICK,TOYOT,T,10015,0,0,20170731,0001,1,1,362533,T105,M,0707A,,NY,I,N,1st Pl,60ft E/of Battery Pl,0,408,c,,YYYYYYY,0700A,0400P,WH,,2015,,0,J,14-No Standing,,,
8527219360,30090MK,NY,COM,06/15/2017,21,VAN,NISSA,T,16420,48520,57120,20190531,0049,49,49,363945,T201,D,0948A,,BX,F,3109,Buhre Ave,,0,408,d1,,Y,0930A,1100A,WH,,2017,,0,06,21-No Parking (street clean),,,
8486265101,P96GTH,NJ,PAS,05/13/2017,21,4DSD,NISSA,T,34530,10810,10910,88880088,0014,14,14,346192,T106,D,0206A,,NY,F,358,W 38th St,,0,408,d1,,Y Y Y,0200A,0600A,BLUE,,0,,0,01,21-No Parking (street clean),,,
1415435613,IDC,NY,PAS,09/27/2016,40,SUBN,ME/BE,P,36130,14830,14880,20180622,0061,61,61,959505,0061,0000,0158A,,K,F,2558,E 29 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2016,-,0,,,,,
8155065996,ASL4148,NY,PAS,09/11/2016,71,4DSD,BUICK,T,69330,46980,88630,20170730,0077,77,77,355161,T301,O,1137A,,K,F,1119,Park Pl,,0,408,j6,,YYYYYYY,,,RED,,2004,,0,C 31,71A-Insp Sticker Expired (NYS),,,
8487115044,HFL185,NM,PAS,01/19/2017,21,SUBN,NISSA,T,7490,9340,9540,20180788,114,114,114,333007,T401,M,0836A,,Q,O,40-15,27th St,,0,408,d1,,Y,0830A,1000A,GREY,,0,,0,H,21-No Parking (street clean),,,
8111509807,79938MD,NY,COM,08/23/2016,21,VAN,FORD,T,34050,10610,10810,20170731,0010,10,10,352036,T102,D,0842A,,NY,F,222,W 14th St,,0,408,d1,,Y,0830A,0900A,WH,,2013,,0,99 6,21-No Parking (street clean),,,
8526859912,615770,NY,PAS,04/22/2017,71,4DSD,BMW,T,52120,29220,27360,20171123,0052,52,52,363109,T201,K,1238P,,BX,O,2494,Morris Ave,,0,408,j6,,YYYYYYY,,,GY,,2007,,0,27,71A-Insp Sticker Expired (NYS),,,
8480764582,27505JM,NY,COM,03/17/2017,69,VAN,FORD,T,34230,10410,10510,20171231,0013,13,13,363989,T102,E,0151P,,NY,F,40,W 23rd St,,0,408,h1,,Y,0700A,0700P,WH,,2010,,0,04,69-Failure to Disp Muni Recpt,,,
5094922099,HKR3836,NY,PAS,01/03/2017,7,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,0754A,,BK,,,REMSEN AVE (N/B) @ W,INTHROP ST,0,1111,D,T,,,,DKGY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5094468376,GTS3846,NY,PAS,11/23/2016,7,SUBN,ME/BE,V,0,15510,0,0,,0,0,0,,,0621P,,BK,,,HAMILTON AVE (N/B) @,CLINTON ST,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
8555452211,BB99788,NY,TRL,04/28/2017,40,TANK,NS/OT,T,10990,35780,20490,20171231,110,110,110,341274,T401,L,0643A,,Q,F,108-27,52nd Ave,,0,408,e2,,YYYYYYY,,,YELLO,,0,,0,S,40-Fire Hydrant,,,
7619869803,85940MD,NY,COM,11/16/2016,48,VAN,FRUEH,T,36420,27750,27780,88888888,0052,52,52,361267,T201,R,0251P,,BX,F,3131,Grand Concourse,,0,408,e9,,,,,BROWN,,2014,,0,50 2,48-Bike Lane,,,
5094758287,GYL8460,NY,PAS,12/18/2016,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0857P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,TN,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
7357480173,DZS8439,NY,PAS,11/09/2016,50,SUBN,JEEP,T,36830,0,0,20170629,0030,30,30,355639,T103,L,0347P,,NY,I,S,W 153rd St,7ft W/of Broadway,0,408,e5,,,,,YW,,2008,,0,C 77,50-Crosswalk,,,
8515812599,95139JC,NY,COM,04/26/2017,10,DELV,INTER,T,10110,18510,18530,20170430,0019,19,19,363062,T103,O,0828A,,NY,F,1458,2nd Ave,,0,408,b,,YYYYYYY,,,RED,,1993,,0,53,10-No Stopping,,,
8532456807,1K66H,NY,OMT,04/14/2017,40,TAXI,NISSA,T,17230,10010,12110,20180131,0009,9,9,356550,T800,B2,0842P,,NY,F,423,E 12th St,,0,408,e2,,YYYYYYY,,,YW,,2014,,8,D,40-Fire Hydrant,,,
1419468947,HGK7129,NY,PAS,02/28/2017,21,SUBN,FORD,P,7080,9480,9530,20180405,0066,66,66,931465,0066,0000,0907A,,K,O,5800,20 AVE,,0,408,D1,,BYBBBBB,0830A,1000A,BK,0,2016,-,0,,,,,
8530205820,HLZ1614,NY,PAS,04/01/2017,17,4DSD,INFIN,T,0,0,0,20181025,0040,40,40,365351,T201,Q,0118P,,BX,I,E,Anthony J Griffin Pl,100ft S/of E 150th S,0,408,c4,,YYYYYYY,,,BK,,2014,,0,35,17-No Stand (exc auth veh),,,
5093707909,AUB3801,NY,PAS,09/30/2016,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0111P,,QN,,,ROCKAWAY BLVD (W/B),@ GUY R BREWER BLVD,0,1111,D,T,,,,BL,,1999,,0,,FAILURE TO STOP AT RED LIGHT,,,
8490708812,GZK5093,NY,PAS,01/03/2017,17,4DSD,BMW,T,36230,40404,40404,20170715,0063,63,63,363034,T302,P,0139P,,K,O,3131,E 32nd St,,0,408,c4,,YYYYYYY,0700A,0700P,GR,,2012,,0,16 3,17-No Stand (exc auth veh),,,
7623937777,EVS2838,NY,PAS,03/27/2017,31,SUBN,TOYOT,T,10910,34610,34630,20171230,0018,18,18,331652,T108,J,0504P,,NY,F,598,9th Ave,,0,408,l3,,Y,0700A,0700P,TAN,,2009,,0,02,31-No Stand (Com. Mtr. Zone),,,
4622379442,HCS1763,NY,PAS,07/19/2016,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,1202P,,BX,,,WB E 135TH ST @ ALEX,ANDER AVE,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8484008952,26562PC,NY,IRP,01/18/2017,47,TK,HIN,T,10010,17290,17310,20170331,0013,13,13,356559,T102,I,0102P,,NY,F,261,1st Ave,,0,408,l2,,Y,0700A,0700P,WH,,2011,,0,F,47-Double PKG-Midtown,,,
8539159818,HAZ4380,NY,PAS,05/09/2017,71,SUBN,JEEP,T,0,0,0,20170816,0076,76,76,362225,T301,N,0944A,,K,F,39,Cheever Pl,,0,408,j6,,YYYYYYY,,,BLACK,,2011,,0,05,71A-Insp Sticker Expired (NYS),,,
1409549720,GRP6125,NY,PAS,01/17/2017,20,SUBN,NISSA,P,14890,41700,27240,20180610,105,105,105,954324,0105,0000,0345A,,Q,F,251-05,71 AVE,,0,408,E5,,BBBBBBB,ALL,ALL,GY,0,2014,-,0,,,,,
7602454704,627466,NY,PAS,04/11/2017,14,4DSD,TOYOT,T,61720,27870,27930,20190302,0052,52,52,338639,T720,E,0311P,,BX,F,3332,Rochambeau Ave,,0,408,c,,YYYYYYY,,,GY,,2003,,0,C,14-No Standing,,,
5093905495,GFL3202,NY,PAS,10/15/2016,7,CONV,AUDI,V,0,0,0,0,,0,0,0,,,1216P,,BK,,,OCEAN PKWY (N/B) @ A,VE W,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
4626483574,GRD5842,NY,PAS,11/07/2016,36,4DSD,AUDI,V,10350,40404,40404,0,,0,0,0,,,0940A,,BK,,,WB 4TH AVE @ 41ST ST,,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7056236819,D58GKF,NJ,PAS,07/30/2016,38,SUBN,AUDI,T,10110,17530,17550,88888888,0013,13,13,357751,T102,X,1054A,,NY,O,491,2nd Ave,,0,408,h1,,Y,0830A,1000P,WHITE,,0,,0,99 6,38-Failure to Display Muni Rec,,,
8477616875,31225JV,NY,COM,04/27/2017,47,DELV,HIN,T,10610,0,0,20180430,0014,14,14,363048,T106,E,0743A,,NY,I,E,7th Ave,15ft S/of W 41st St,0,408,l2,,Y,0700A,0700P,WH,,2006,,0,32,47-Double PKG-Midtown,,,
7047929903,GFE8301,NY,PAS,02/01/2017,38,SUBN,JEEP,T,59590,54100,8590,20170218,109,109,109,364024,T401,A,0314P,,Q,O,33-70,Prince St,,0,408,h1,,Y,0900A,0700P,GY,,2013,,0,50-A,38-Failure to Display Muni Rec,,,
8484216500,64623MD,NY,COM,05/08/2017,47,DELV,FRUEH,T,0,0,0,88880088,0013,13,13,363980,T102,F,1021A,,NY,I,S,E 25th St,15ft E/of Madison Av,0,408,l2,,Y,0700A,0700P,WHITE,,2006,,0,02,47-Double PKG-Midtown,,,
